MFLCode,Latitude,Longitude,Method_Geocode,Source_Geocode,Date_Geocode,Province,District,Facility,Owner,Type,Division,Location,Sublocation,Nearest Town,Plot No,Constituency,Status,Off_Landline,Off_Mob,Off_Fax,Off_Email,Off_POBox,Off_Town,Off_PostCode,In Charge Name,ANC,ART,BEOC,Blood Tr,C Section,CEOC,FP,Growth,HCT,Inp,HBC,IMM,IMCI,Outp,PMTCT,Radiology,RHTC_RHDC,TB_Diag,TB_Labs,TB_Treat,Youth,Beds,Cots,CHWTrain,CHW
13823,-0.08814,34.75798,Taken with GPS Device,KEMRI GIS MERGE,7/14/09,Nyanza,Kisumu East,Mosque Dispensary ,Ministry of Health,Dispensary,Winam,Township,Southern,Kisumu,,KISUMU TOWN EAST,Operational,,,,,,,,Paulin Wasonga,Y,N,N,,N,N,Y,Y,N,N,N,Y,Y,Y,Y,N,N,N,N,N,N,,,,
13829,-0.0892971,34.7845,Centroid calculation from sub-location,Sublocation Centroid Exercise of MOH/ICF Macro,2/28/10,Nyanza,Kisumu East,MTC Clinic (Kisumu),Private Medical Enterprise,Medical Clinic - Other,Winam,Kolwa West,Manyatta B,Kisumu,,KISUMU TOWN WEST,Operational,,,,,,,,Celestine Wagwau,Y,N,N,,N,N,Y,Y,Y,N,N,N,N,Y,Y,N,N,N,N,N,N,,,,
13835,-0.127499,34.7252,Centroid calculation from sub-location,Sublocation Centroid Exercise of MOH/ICF Macro,2/28/10,Nyanza,Kisumu East,MV Patel Clinic,Private Medical Enterprise,Medical Clinic - Other,Winam,Township,Southern,Kisumu,,KISUMU TOWN EAST,Operational,,,,,,,,Dr Patel,Y,N,Y,,N,N,Y,Y,Y,Y,N,Y,Y,Y,Y,N,N,N,Y,Y,N,,,,
13856,-0.0892971,34.7845,Centroid calculation from sub-location,Sublocation Centroid Exercise of MOH/ICF Macro,2/28/10,Nyanza,Kisumu East,Nightingale Hospital,Private Medical Enterprise,Other Hospital,Winam,Kondele ,Manyatta A,Kisumu,,KISUMU TOWN EAST,Operational,,,,,,,,Debora Wellah,Y,N,Y,,N,N,Y,Y,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,Y,N,35,,,
13880,-0.03201,34.71188,Taken with GPS Device,KEMRI GIS MERGE,7/14/09,Nyanza,Kisumu East,Nyahera Sub District Hospital,Ministry of Health,Primary Hospital,Winam,North Kisumu,Nyahera,Nyahera,,KISUMU TOWN WEST,Operational,,,,,,,,Esther Nyamusi,Y,Y,Y,,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,N,16,,5,50
13887,-0.11957,34.75118,Taken with GPS Device,KEMRI GIS MERGE,7/14/09,Nyanza,Kisumu East,Nyalenda Health Centre,Local Authority,Health Centre,Winam,West Kolwa,Nyalenda B,Kisumu,,KISUMU TOWN EAST,Operational,,,,,,,,Jacob Odhiambo,Y,N,Y,,N,N,Y,Y,Y,N,Y,Y,Y,Y,Y,N,N,Y,Y,Y,N,,,5,72
13890,-0.114999,34.807782,"Calc from proximity to school, village, markets",KEMRI GIS MERGE,7/14/09,Nyanza,Kisumu East,Nyalunya Dispensary ,Ministry of Health,Dispensary,Winam,Kolwa Central,Nyalunya,Nyalunya,,KISUMU TOWN EAST,Operational,,,,,,,,Abigael Ochola,Y,N,Y,,N,N,Y,Y,Y,N,N,Y,Y,Y,Y,N,N,N,N,N,N,,,6,10
13923,-0.20519,34.8449,Taken with GPS Device,KEMRI GIS MERGE,7/14/09,Nyanza,Kisumu East,Nyangande Dispensary ,Ministry of Health,Dispensary,Kadibo,Kawino,Kolal,Rabuor,,KISUMU TOWN EAST,Operational,,,,,,,,Dorothy Aseyo,Y,Y,Y,,N,N,Y,Y,Y,N,N,Y,Y,Y,Y,N,N,Y,N,Y,N,,,,
13939,-0.0864,34.77023,Taken with GPS Device,KEMRI GIS MERGE,7/14/09,Nyanza,Kisumu East,Nyanza Provincial General Hospital (PGH),Ministry of Health,Secondary Hospital,Winam,Kolwa,Manyatta B,Kisumu,,KISUMU TOWN WEST,Operational,,,,,,,,Dr Juliana Otieno,Y,Y,Y,,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,457,,5,10
13954,-0.11243,34.60936,Taken with GPS Device,KEMRI GIS MERGE,7/14/09,Nyanza,Kisumu East,Ober Kamoth Health Centre,Local Authority,Health Centre,Winam,S.W Kisumu,Osiri,Obambo,,KISUMU TOWN WEST,Operational,,,,,,,,Nelson Asino,Y,N,Y,,N,N,Y,Y,Y,N,N,Y,Y,Y,Y,N,N,Y,Y,Y,N,7,,5,50
13971,-0.06372,34.64481,Taken with GPS Device,KEMRI GIS MERGE,7/14/09,Nyanza,Kisumu East,Ojola Dispensary ,Ministry of Health,Dispensary,Winam,S.W Kisumu,Ojola,Kisian,,KISUMU TOWN WEST,Operational,,,,,,,,Magdaline Otieno,Y,N,Y,,N,N,Y,Y,Y,N,N,Y,Y,Y,Y,N,N,N,N,N,N,,,,
13977,-0.140187,34.759,Centroid calculation from sub-location,Sublocation Centroid Exercise of MOH/ICF Macro,2/28/10,Nyanza,Kisumu East,OLPS Clinic,Kenya Episcopal Conference-Catholic Secretariat,Medical Clinic - Other,Winam,Kolwa Central,Kasule,Kisumu,,KISUMU TOWN EAST,Operational,,,,,,,,Mary M. Kebaso,Y,N,N,,N,N,Y,Y,Y,N,Y,Y,Y,Y,Y,N,N,N,N,N,N,,,,
14012,-0.11627,34.75698,Taken with GPS Device,KEMRI GIS MERGE,7/14/09,Nyanza,Kisumu East,Pand Pieri Dispensary ,Kenya Episcopal Conference-Catholic Secretariat,Dispensary,Winam,West Kolwa,Nyalenda B,Kisumu,,KISUMU TOWN EAST,Operational,,,,,,,,Emilly Osire,Y,Y,Y,,N,N,Y,Y,Y,N,Y,Y,Y,Y,Y,N,N,Y,N,Y,N,,,,
14017,-0.0913143,34.7012,Centroid calculation from sub-location,Sublocation Centroid Exercise of MOH/ICF Macro,2/28/10,Nyanza,Kisumu East,Port Florence Hospital,Private Medical Enterprise,Other Hospital,Winam,Township,Bandani,Kisumu,,KISUMU TOWN WEST,Operational,,,,,,,,Margaret Mashashe,Y,Y,Y,,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,N,Y,Y,Y,N,,,,
14020,-0.15091,34.82936,Taken with GPS Device,KEMRI GIS MERGE,7/14/09,Nyanza,Kisumu East,Rabuor Health Centre,Ministry of Health,Health Centre,Kadibo,West Kochieng,Nyamware North,Rabuor,,KISUMU TOWN EAST,Operational,,,,,,,,Enock Mosoti,Y,Y,Y,,N,N,Y,Y,Y,N,N,Y,Y,Y,Y,N,N,Y,Y,Y,N,,,5,50
14027,-0.10109,34.74821,Taken with GPS Device,KEMRI GIS MERGE,7/14/09,Nyanza,Kisumu East,Railways Dispensary (Kisumu),Local Authority,Dispensary,Winam,Township,Northern,Kisumu,,KISUMU TOWN WEST,Operational,,,,,,,,Dorothy Apida,Y,N,Y,,N,N,Y,Y,Y,N,N,Y,Y,Y,Y,N,N,N,N,N,N,,,5,10
14041,-0.146965,34.8509,Centroid calculation from sub-location,Sublocation Centroid Exercise of MOH/ICF Macro,2/28/10,Nyanza,Kisumu East,Reachout Dispensary,Non-Governmental Organizations,Dispensary,Kadibo,Nyamware,Kochieng,Alendu,,KISUMU TOWN EAST,Operational,,,,,,,,Hezekiah Bunde,Y,N,N,,N,N,Y,Y,Y,N,Y,Y,Y,Y,Y,N,N,N,N,N,N,,,,
16882,,,No Geo Code,,,Nyanza,Kisumu East,Ring Road Health Centre,Private Medical Enterprise,Health Centre,Winam,Township,Northern,Kisumu,,KISUMU TOWN EAST,Operational,,,,,,,,Carolyne Wamuyu,Y,N,N,,N,N,Y,N,N,N,N,Y,N,Y,N,N,N,N,Y,N,N,,,,
14060,-0.07709,34.53853,Taken with GPS Device,KEMRI GIS MERGE,7/14/09,Nyanza,Kisumu East,Rota Dispensary ,Ministry of Health,Dispensary,Winam,Sw Kisumu,Ojola,Ojola,,KISUMU TOWN WEST,Operational,,,,,,,,Lilian Onyango,Y,N,Y,,N,N,Y,Y,Y,Y,N,Y,Y,Y,Y,N,N,N,N,N,N,,,5,50
14070,-0.090183,34.75621,"Calc from proximity to school, village, markets",KEMRI GIS MERGE,7/14/09,Nyanza,Kisumu East,Sayyid Aysha Dispensary,Non-Governmental Organizations,Dispensary,Winam,Township,Southern,Kisumu,,KISUMU TOWN WEST,Operational,,,,,,,,,Y,N,N,,N,N,Y,Y,N,N,N,Y,Y,Y,Y,N,N,N,Y,N,N,,,,
14088,-0.04474,34.79226,Taken with GPS Device,KEMRI GIS MERGE,7/14/09,Nyanza,Kisumu East,Simba Opepo Dispensary ,Local Authority,Dispensary,Winam,West Kajulu,Wath Orego,Kisumu,,KISUMU TOWN EAST,Operational,,,,,,,,Judith Manase,Y,N,Y,,N,N,Y,Y,Y,N,N,Y,Y,Y,Y,N,N,Y,N,Y,N,,,,
14105,,,No Geo Code,,12/31/99,Nyanza,Kisumu East,St Consolata Clinic,Private Medical Enterprise,Medical Clinic - Other,Winam,Kajulu East,Mamboleo,Kisumu,,KISUMU TOWN EAST,Operational,,,,,,,,Mark Soro,Y,N,Y,,N,N,Y,,Y,N,N,Y,Y,Y,Y,N,N,N,N,N,N,,,,
14106,-0.158676,34.7825,Centroid calculation from sub-location,Sublocation Centroid Exercise of MOH/ICF Macro,2/28/10,Nyanza,Kisumu East,St Elizabeth Chiga Dispensary ,Kenya Episcopal Conference-Catholic Secretariat,Dispensary,Winam,East Kolwa ,Buoye,Kisumu,,KISUMU TOWN EAST,Operational,,,,,,,,Sr Cornelia,Y,Y,Y,,Y,N,N,Y,Y,N,N,Y,Y,Y,Y,N,N,Y,N,Y,N,24,,,
14113,-0.127499,34.7252,Centroid calculation from sub-location,Sublocation Centroid Exercise of MOH/ICF Macro,2/28/10,Nyanza,Kisumu East,St Jude's Clinic,Private Medical Enterprise,Medical Clinic - Other,Winam,Township,Southern,Kisumu,,KISUMU TOWN EAST,Operational,,,,,,,,Edwina Ragot,Y,N,Y,,N,N,Y,Y,Y,Y,N,Y,Y,Y,Y,N,N,N,N,N,N,,,,
14117,-0.0996207,34.7632,Centroid calculation from sub-location,Sublocation Centroid Exercise of MOH/ICF Macro,2/28/10,Nyanza,Kisumu East,St Luke's Hospital,Private Medical Enterprise,Other Hospital,Winam,Township,Northern,Kisumu,,KISUMU TOWN EAST,Operational,,,,,,,,Dr Oloo,Y,N,Y,,N,N,Y,Y,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,Y,N,,,,
14118,-0.08,34.7,"Calc from proximity to school, village, markets",KEMRI GIS MERGE,7/14/09,Nyanza,Kisumu East,St Mark's Lela Dispensary ,Ministry of Health,Dispensary,Winam,Central Kisumu,Korando B,Kisian,,KISUMU TOWN WEST,Operational,,,,,,,,Beverdine Khaseke,Y,N,Y,,N,N,Y,Y,Y,N,N,Y,Y,Y,Y,N,N,N,N,N,N,,,,
14120,-0.0422,34.76971,Taken with GPS Device,KEMRI GIS MERGE,7/14/09,Nyanza,Kisumu East,St Monica Hospital,Kenya Episcopal Conference-Catholic Secretariat,Other Hospital,Winam,West Kajulu,Konya,Kisumu,,KISUMU TOWN EAST,Operational,,,,,,,,Sam Ogoya,Y,Y,Y,,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,N,74,,,
14127,-0.127499,34.7252,Centroid calculation from sub-location,Sublocation Centroid Exercise of MOH/ICF Macro,2/28/10,Nyanza,Kisumu East,St Vincent Clinic (Kisumu East),Private Medical Enterprise,Medical Clinic - Other,Winam,Township,Southern,Kisumu,,KISUMU TOWN EAST,Operational,,,,,,,,Carolyne Achimba,Y,N,Y,,N,N,Y,Y,Y,N,N,Y,Y,Y,Y,N,N,N,N,N,N,,,,
14129,-0.127499,34.7252,Centroid calculation from sub-location,Sublocation Centroid Exercise of MOH/ICF Macro,2/28/10,Nyanza,Kisumu East,Star Maternity & Nursing Home,Private Medical Enterprise,Nursing home with Maternity,Winam,Township,Southern,Kisumu,,KISUMU TOWN WEST,Operational,,,,,,,,Lenna Wanja,Y,N,Y,,N,N,Y,Y,Y,Y,N,Y,Y,Y,Y,N,N,Y,N,Y,N,22,,,
14153,-0.102921,34.754486,Taken with GPS Device,KEMRI GIS MERGE,7/14/09,Nyanza,Kisumu East,Town Hall Dispensary,Local Authority,Dispensary,Winam,Township,Northern,Kisumu,,KISUMU TOWN WEST,Operational,,,,,,,,Dismas Odhiambo,N,N,N,,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,,,,
16663,-0.127499,34.7252,Centroid calculation from sub-location,Sublocation Centroid Exercise of MOH/ICF Macro,2/28/10,Nyanza,Kisumu East,Tuungane Youth Centre (Kisumu East),Non-Governmental Organizations,Medical Clinic - Other,Winam,Township,Southern,Kisumu,,KISUMU TOWN WEST,Operational,,,,,,,,Monica Adhiambo,Y,Y,N,,N,N,Y,N,Y,N,N,N,N,Y,Y,N,N,N,N,N,Y,,,,
16664,,,No Geo Code,,12/31/99,Nyanza,Kisumu East,Usoma Dispensary,Local Authority,Dispensary,Winam,Central Kisumu,Bandani,Otonglo,,KISUMU TOWN WEST,Operational,,,,,,,,Lydia Kwaje,Y,N,N,,N,N,Y,Y,N,N,N,Y,N,Y,Y,N,N,N,N,N,N,,,,
13484,-0.11423,34.45012,Taken with GPS Device,KEMRI GIS MERGE,7/14/09,Nyanza,Kisumu West,Arito Langi Dispensary,Ministry of Health,Dispensary,Kombewa,West Seme,West Reru,Kolenyo,,KISUMU RURAL,Operational,,,,,P.O. Box 60,Kombewa,40101,Emily Munala,Y,N,N,,N,N,Y,Y,Y,N,N,Y,N,Y,Y,N,N,N,N,Y,N,1,0,,
13487,-0.182012,34.5264,Centroid calculation from sub-location,Sublocation Centroid Exercise of MOH/ICF Macro,2/28/10,Nyanza,Kisumu West,Asat Beach Dispensary,Ministry of Health,Dispensary,Kombewa,South Central Seme,West Othany,Asat Beach,,KISUMU RURAL,Operational,,,,,P.O. Box 58,Kombewa,40101,Joseph Onyango,Y,N,N,,N,N,Y,Y,Y,N,N,Y,N,Y,Y,N,N,N,N,Y,N,0,0,,
13498,-0.06618,34.51213,Taken with GPS Device,KEMRI GIS MERGE,7/14/09,Nyanza,Kisumu West,Bar Korwa Dispensary,Kenya Episcopal Conference-Catholic Secretariat,Dispensary,Kombewa,North Central Seme,East Katieno,Bar Korwa,,KISUMU RURAL,Operational,,,,,,,,Sr. Beatrice Ayieko,Y,N,N,,N,N,N,Y,Y,N,N,Y,N,Y,Y,N,N,Y,Y,Y,N,4,0,,
13503,-0.16049,34.51159,Taken with GPS Device,KEMRI GIS MERGE,7/14/09,Nyanza,Kisumu West,Bodi Dispensary,Ministry of Health,Dispensary,Kombewa,South Central Seme,West Othany,Bodi,,KISUMU RURAL,Operational,,,,,P.O. Box 60,Kombewa,40101,Tabitha Okong'O,Y,Y,N,,N,N,Y,Y,Y,N,N,Y,Y,Y,Y,N,N,N,N,Y,N,5,0,5,50
13528,-0.03518,34.63728,Taken with GPS Device,KEMRI GIS MERGE,7/14/09,Nyanza,Kisumu West,Chulaimbo Sub-District Hospital,Ministry of Health,Primary Hospital,Maseno,North West Kisumu,Marera,Daraja Mbili,,KISUMU RURAL,Operational,,,,,P.O. Box 5,Maseno,40105,Moses Kigani,Y,Y,N,,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,26,0,,
13714,-0.10124,34.51711,Taken with GPS Device,KEMRI GIS MERGE,7/14/09,Nyanza,Kisumu West,Kombewa District Hospital,Ministry of Health,Primary Hospital,Kombewa,South Central Seme,Upper Kombewa,Kombewa,,KISUMU RURAL,Operational,,,,,P.O. Box 60,Kombewa,40101,Dr. Joel Okumu,Y,Y,Y,,N,N,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,N,Y,Y,Y,N,45,0,5,50
13720,-0.0555773,34.4846,Centroid calculation from sub-location,Sublocation Centroid Exercise of MOH/ICF Macro,2/28/10,Nyanza,Kisumu West,Korwenje Dispensary ,Ministry of Health,Dispensary,Kombewa,North Central Seme,West Katieno,Harambee,,KISUMU RURAL,Operational,,,,,P.O. Box 61,Kombewa,40101,Pamela Nyabundi,Y,N,N,,N,N,Y,Y,Y,N,N,Y,N,Y,Y,N,N,N,N,Y,N,0,0,,
13770,-0.17056,34.47349,"Calc from proximity to school, village, markets",KEMRI GIS MERGE,7/14/09,Nyanza,Kisumu West,Manyuanda Health Centre,Ministry of Health,Health Centre,Kombewa,South West Seme,East Kadinga,Manyuanda,,KISUMU RURAL,Operational,,,,,P.O. Box 83,Kombewa,40101,Chrispine Otiende,Y,Y,N,,N,N,Y,Y,Y,N,N,Y,Y,Y,Y,N,N,Y,Y,Y,N,16,0,,
13781,0.00348,34.61018,Taken with GPS Device,KEMRI GIS MERGE,7/14/09,Nyanza,Kisumu West,Maseno Mission Hospital,Christian Health Association of Kenya,Other Hospital,Maseno,North West Kisumu,West Karateng,Maseno,,KISUMU RURAL,Operational,,,,,P.O. Box 116,Maseno,40105,Phelesia Asila,Y,Y,Y,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,N,78,30,,
13782,0.00154,34.61014,Taken with GPS Device,KEMRI GIS MERGE,7/14/09,Nyanza,Kisumu West,Maseno University Medical Clinic,Academic (if registered),Medical Clinic - Other,Maseno,North West Kisumu,West Karateng,Maseno,,KISUMU RURAL,Operational,,,,,P.O. Box 333,Maseno,40105,Dr. Ouko,Y,Y,N,,N,N,Y,Y,Y,N,N,Y,N,Y,Y,Y,N,Y,Y,Y,N,25,0,,
13810,-0.07488,34.57954,"Calc from proximity to school, village, markets",KEMRI GIS MERGE,7/14/09,Nyanza,Kisumu West,Miranga Sub District Hospital,Ministry of Health,Primary Hospital,Maseno,East Seme,East Kolunje,Holo,,KISUMU RURAL,Operational,,,,,P.O. Box 60,Kombewa,40101,Martin Owino,Y,N,N,,N,N,Y,Y,Y,N,N,Y,N,Y,Y,N,N,N,N,Y,N,8,0,,
13848,-0.06546,34.46668,Taken with GPS Device,KEMRI GIS MERGE,7/14/09,Nyanza,Kisumu West,Nduru Kadero Dispensary ,Ministry of Health,Dispensary,Kombewa,North Central Seme,Kadero_S,Kolenyo,,KISUMU RURAL,Operational,,,,,P.O. Box 60,Kombewa,40101,Pamela Sombe.,Y,Y,N,,N,N,Y,Y,Y,N,N,Y,N,Y,Y,N,N,N,N,Y,N,0,0,,
13990,-0.0890319,34.4322,Centroid calculation from sub-location,Sublocation Centroid Exercise of MOH/ICF Macro,2/28/10,Nyanza,Kisumu West,Opapla Dispensary,Ministry of Health,Dispensary,Kombewa,West Seme,West Reru,Akala,,KISUMU RURAL,Operational,,,,,P.O. Box 61,Kombewa,40101,James Odiko,Y,N,N,,N,N,Y,Y,Y,N,N,Y,N,Y,Y,N,N,N,N,Y,N,2,0,,
14040,-0.04251,34.53853,Taken with GPS Device,KEMRI GIS MERGE,7/14/09,Nyanza,Kisumu West,Ratta Dispensary,Ministry of Health,Health Centre,Maseno,Otwenya,North Rata,Ratta,,KISUMU RURAL,Operational,,,,,P.O. Box 71,Maseno,40105,Elphas Naholi,Y,Y,N,,N,N,Y,Y,Y,N,N,Y,N,Y,Y,N,N,N,N,Y,N,8,0,,
14046,-0.063375,34.437651,Taken with GPS Device,KEMRI GIS MERGE,7/14/09,Nyanza,Kisumu West,Riat Dispensary (Kisumu West),Ministry of Health,Dispensary,Maseno,West Kisumu,North Kapuonja,Daranja Mbili,,KISUMU RURAL,Operational,,,,,P.O. Box 21,Daraja Mbili,,Elizabeth Ndengu,Y,N,N,,N,N,Y,Y,Y,N,N,Y,N,Y,Y,N,N,N,N,Y,N,0,0,5,10
14057,-0.11946,34.56871,Taken with GPS Device,KEMRI GIS MERGE,7/14/09,Nyanza,Kisumu West,Rodi Dispensary ,Ministry of Health,Dispensary,Maseno,East Seme,Kajulu Koker,Holo,,KISUMU RURAL,Operational,,,,,P.O. Box 59,Kombewa,40101,Beldine Ochola,Y,Y,N,,N,N,Y,Y,Y,N,N,Y,N,Y,Y,N,N,N,N,Y,N,0,0,5,50
14094,0.00164,34.60981,Taken with GPS Device,KEMRI GIS MERGE,7/14/09,Nyanza,Kisumu West,Siriba Dispensary ,Ministry of Health,Dispensary,Maseno,North West Kisumu,West Karateng,Maseno,,KISUMU RURAL,Operational,,,,,P.O. Box 60,Kombewa,40101,Elizabeth Kibwana,Y,N,N,,N,N,Y,Y,Y,N,,Y,N,Y,Y,N,N,N,N,Y,N,0,0,,
13526,-1.28532,34.61383,Taken with GPS Device,KEMRI GIS MERGE,7/14/09,Nyanza,Kuria East,Chinato Dispensary ,Ministry of Health,Dispensary,Chinato,Nyabasi West,Nyabikongori,Centre,,KURIA,Operational,,,,,P.O. Box 10,Kegonga,40416,Samuel Onditi,Y,N,N,,N,N,Y,Y,N,N,Y,Y,N,Y,Y,N,N,Y,Y,Y,N,8,0,,
13556,-1.345097,34.716274,"Calc from proximity to school, village, markets",KEMRI GIS MERGE,7/14/09,Nyanza,Kuria East,Gairoro Dispensary ,Ministry of Health,Dispensary,Ntimaru,Bwirege East,Gwitembe,Ntimaru,,KURIA,Operational,,,,,P.O. Box 10,Kegonga,40416,Edinah Angwenyi,Y,N,N,,N,N,Y,Y,N,N,N,N,N,Y,Y,N,N,N,N,N,N,2,0,,
13570,-1.29771,34.6558,"Calc from proximity to school, village, markets",KEMRI GIS MERGE,7/14/09,Nyanza,Kuria East,Getongoroma Health Centre,Christian Health Association of Kenya,Health Centre,Kegonga,Nguruna,Getongoroma,Kegonga,,KURIA,Operational,,,,,P.O. Box 10,Kegonga,40416,Elijah Orenge,Y,N,N,,N,N,Y,Y,N,N,N,N,N,Y,N,N,N,N,N,N,N,5,0,,
16665,-1.28128,34.6765,Centroid calculation from sub-location,Sublocation Centroid Exercise of MOH/ICF Macro,2/28/10,Nyanza,Kuria East,Girigiri Dispensary,Ministry of Health,Dispensary,Kegonga,Nguruna,Girigiri,Kegonga,,KURIA,Not-Operational,,,,,P.O. Box 10,Kegonga,40416,,N,N,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,,
13597,-1.36793,34.71017,Taken with GPS Device,KEMRI GIS MERGE,7/14/09,Nyanza,Kuria East,Gwitembe Dispensary ,Ministry of Health,Dispensary,Ntimaru,Bwirege East,Gwitembe,Gwitembe,,KURIA,Operational,,,,,P.O. Box 10,Kegonga,40416,Sibuti M. Riro,Y,N,N,,N,N,Y,Y,N,N,N,Y,N,Y,Y,N,N,N,N,N,N,0,0,,
13601,-1.2142,34.6527,Centroid calculation from sub-location,Sublocation Centroid Exercise of MOH/ICF Macro,2/28/10,Nyanza,Kuria East,Health Mountain Hospital,Private Medical Enterprise,Other Hospital,Kegonga,Maeta,Sanchawa,Maeta,,KURIA,Not-Operational,,,,,P.O. Box 10,Kegonga,40416,Dr. Ngoina,N,N,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,15,0,,
13659,-1.316226,34.623334,Taken with GPS Device,KEMRI GIS MERGE,7/14/09,Nyanza,Kuria East,Kebaroti Dispensary ,Kenya Episcopal Conference-Catholic Secretariat,Dispensary,Chinato,Kebaroti,Kebaroti,Kegonga,,KURIA,Operational,,,,,P.O. Box 10,Kegonga,40416,John Nyamohanga,Y,N,N,,N,N,N,Y,N,N,N,N,N,Y,N,N,N,N,N,N,N,2,0,,
13663,-1.25593,34.65207,Taken with GPS Device,KEMRI GIS MERGE,7/14/09,Nyanza,Kuria East,Kegonga District Hospital,Ministry of Health,Primary Hospital,Kegonga,Nyabasi East,Kegonga,Kegonga,,KURIA,Operational,,,,,P.O. Box 10,Kegonga,40416,Samuel Nyahiri,Y,Y,Y,,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,N,12,0,,
13717,-1.28176,34.61941,Taken with GPS Device,KEMRI GIS MERGE,7/14/09,Nyanza,Kuria East,Komotobo Mission Health Centre,Christian Health Association of Kenya,Health Centre,Chinato,Nyabasi West,Nyabikongori,Centre,,KURIA,Operational,,,,,P.O. Box 10,Kegonga,40416,Caroline Nandi,Y,N,N,,N,N,Y,Y,N,N,Y,N,N,Y,Y,N,N,N,Y,N,N,15,3,,
13723,-1.23217,34.67872,"Calc from proximity to school, village, markets",KEMRI GIS MERGE,7/14/09,Nyanza,Kuria East,Kugitimo Health Centre ,Ministry of Health,Health Centre,Kegonga,Nyabasi North,Kugitimo,Kugitimo,,KURIA,Operational,,,,,P.O. Box 10,Kegonga,40416,Fred Ogeto,Y,N,N,,N,N,Y,Y,N,N,N,Y,N,Y,Y,N,N,N,N,N,N,2,0,,
13758,-1.33189,34.65067,"Calc from proximity to school, village, markets",KEMRI GIS MERGE,7/14/09,Nyanza,Kuria East,Makararangwe Dispensary,Ministry of Health,Dispensary,Ntimaru,Bwirege West,Makararangwe,Makararangwe,,KURIA,Operational,,,,,P.O. Box 10,Kegonga,40416,Philemon Gairigi,Y,N,N,,N,N,Y,Y,N,N,N,N,N,Y,Y,N,N,N,N,N,N,2,0,,
13788,-1.14113,34.45778,"Calc from proximity to school, village, markets",KEMRI GIS MERGE,7/14/09,Nyanza,Kuria East,Matare Mission Dispensary,Christian Health Association of Kenya,Dispensary,Ntimaru,Bwirege West,Makararangwe,Ntimaru,,KURIA,Operational,,,,,P.O. Box 10,Kegonga,40416,Susan Maroa,Y,N,N,,N,N,N,Y,N,N,N,N,N,Y,N,N,N,N,N,N,N,2,0,,
13857,-1.34982,34.6919,Centroid calculation from sub-location,Sublocation Centroid Exercise of MOH/ICF Macro,2/28/10,Nyanza,Kuria East,Ntimaru Clinic,Ministry of Health,Medical Clinic - Other,Ntimaru,Bwirege West,Ntimaru,Ntimaru,,KURIA,Operational,,,,,P.O. Box 10,Kegonga,40416,Rose Muniko,Y,N,N,,N,N,Y,Y,N,N,N,Y,N,Y,N,N,N,N,N,N,N,5,0,,
13858,-1.33144,34.6861,Taken with GPS Device,KEMRI GIS MERGE,7/14/09,Nyanza,Kuria East,Ntimaru Sub-District Hospital,Ministry of Health,Primary Hospital,Ntimaru,Bwirege West,Ntimaru,Ntimaru,,KURIA,Operational,,,,,P.O. Box 10,Kegonga,40416,David Ondieki,Y,Y,Y,,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,N,12,0,,
16666,-1.20636,34.6381,Centroid calculation from sub-location,Sublocation Centroid Exercise of MOH/ICF Macro,2/28/10,Nyanza,Kuria East,Nyaitara Dispensary,Ministry of Health,Dispensary,Kegonga,Maeta,Nyaitara,Kegonga,,KURIA,Not-Operational,,,,,P.O. Box 10,Kegonga,40416,,Y,N,N,,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,0,0,,
13910,-1.3291,34.6665,Centroid calculation from sub-location,Sublocation Centroid Exercise of MOH/ICF Macro,2/28/10,Nyanza,Kuria East,Nyametembe Dispensary ,Ministry of Health,Dispensary,Ntimaru,Bwirege West,Makararangwe,Ntimaru,,KURIA,Operational,,,,,P.O. Box 10,Kegonga,40416,,Y,N,N,,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,2,0,,
14079,-1.333476,34.70867,Taken with GPS Device,KEMRI GIS MERGE,7/14/09,Nyanza,Kuria East,Siabai/Makonge Dispensary ,Ministry of Health,Dispensary,Ntimaru,Siabai,Siabai,Ntimaru,,KURIA,Operational,,,,,P.O. Box 10,Kegonga,40416,Gilbert Mariga,Y,N,N,,N,N,Y,Y,N,N,N,Y,N,Y,Y,N,N,N,N,N,N,2,0,,
